Date,SCHW_BK,PLD_AMT,TM_KMX,KO_PEP,COST_DG,PRU_LNC,ALL_GL
2010-10-01,0.29397464315561167,0.4419077784114676,0.32681683741664785,0.06795493378064478,0.7279331318273125,-1.5113319122241633,-0.40397787302032223
2010-10-04,-0.09586450528019527,1.2217278808119556,-0.08906652201078612,-0.45091943826968073,-0.06910060473799691,-0.696158141102496,1.309036314686524
2010-10-05,0.8462037940283679,-0.46758113589413774,0.7147055973653466,-0.19384606164071036,-0.7106963592495812,-0.3932440840649574,-1.5779595828265478
2010-10-06,-1.0223289505295527,0.16969147409289176,-0.14259764717194717,-0.5362544765438149,-0.5876412919601461,-0.0614104516414509,-0.5190316543371761
2010-10-07,0.17927744223099076,0.7334064875532161,0.012491825570619144,2.990005769029963,-0.4999041124696662,0.37682336183666587,1.165966575851279
2010-10-08,0.0804261332354334,-0.18068875757943276,-1.3143004093930497,0.6395802967723572,-1.6974348134274095,-0.6636407014477436,-0.08030291376788429
2010-10-11,-1.0676372263252696,0.819545251573979,0.08573385456824048,0.675486228656334,1.2589787710383147,-1.4630210049223793,-0.03570293840986407
2010-10-12,0.1704510239627292,-0.9061694636971459,0.22301765174157978,-1.1643531565361604,0.17032558932742675,0.7105273251368736,-0.33281671789240563
2010-10-13,0.2682861734795765,0.6119622935918813,0.3755220691267064,-0.16523059228273052,-1.209720229432362,0.08106219601138849,0.8081668843543183
2010-10-14,1.8109131002195065,-1.2530105815000603,1.160421163872885,-0.840107183201087,0.047090080287432876,0.17275832999243101,-0.34603431628946835
2010-10-15,3.2841171941436853,0.4990238708537418,-0.20397994483626988,-0.22680560285923612,0.6017919750098139,0.10502993903935418,-0.8241129325070014
2010-10-18,0.903174442221364,0.4637994907334993,0.934733794045379,0.4260045128719741,-1.6309595114460111,-0.8017445388658639,-1.3375012453823167
2010-10-19,1.0381999880135313,-0.3305211092226562,-0.4254344292496605,3.18786194152028,1.5599464704717514,-0.21277120062494334,0.6279475238574405
2010-10-20,1.857520859080969,2.0901677431348946,0.15376198200715552,2.862391542331287,0.5497975150434123,-0.12033724168856834,-0.35077973313065686
2010-10-21,0.5444910141319546,0.5974223364912172,0.6415657593263855,0.18412784158807344,1.6001460239195728,-0.23280544762714597,-1.1608597253775836
2010-10-22,1.2929135420672377,-0.12217475434345143,0.02945101630993409,0.4778921737474608,-0.2880066894979384,-1.1754961303171245,0.4505353210321996
2010-10-25,1.3599047214653794,-0.6082243482447639,-0.19106426232426094,-1.7225618989583058,-1.1585877055073566,0.35706463266433974,0.7101078604143367
2010-10-26,0.19098304423172735,-1.0694728231559183,-0.12399448008133965,0.8608775268051947,-0.13418798873864804,1.387305976185114,-2.1718021803317984
2010-10-27,1.44791269211122,0.26662178747453746,0.522584534352877,0.9104898568467067,0.21804959584120331,0.575976868271981,-0.8206497354800821
2010-10-28,0.025290618489366874,-0.8196468646457612,0.5763611011740941,-1.8330508449831875,-0.3986220172936821,0.20893820966599785,-6.176904368350757
2010-10-29,0.1609988183082568,1.1365992017821662,-1.293280370524213,-0.6990336698313999,-0.9533047573307616,0.748738489660159,-0.7423059644472821
2010-11-01,0.12392824908440238,0.5483674698462229,0.12446676170505172,0.12011513381947157,0.962709773556074,0.7951687607614069,0.037880219784799996
2010-11-02,-0.30569970238500954,0.04495320366623859,0.044403262293555505,-0.40624830943749113,-1.3603421306313161,-0.8398874943147878,-0.6434297199955935
2010-11-03,-1.607357627313433,0.059361511001484596,0.06302139624429447,1.2910636541078429,-0.7454268812138183,2.281840091221896,-1.0025044831806524
2010-11-04,-0.7629765972727625,1.9117208139358028,0.5766797983141181,0.6561512118660012,2.721755205751603,0.7818329233162553,0.7336456688666764
2010-11-05,-2.9738103206395605,1.2638831547882188,-0.026120209475259285,0.6804064307997918,0.9418957714326064,-0.7357606841824522,0.23228360809613424
2010-11-08,-1.4755000079173115,0.11476824234203258,0.24268308253009335,-0.6018816279859681,-1.6539493655704514,0.3329508468531198,0.008417164833863443
2010-11-09,-0.32021215737953473,-2.362110631152484,0.5137943524715988,-0.31187589987495506,-1.4823111295687916,1.1041876777418207,-1.1746730588424195
2010-11-10,-0.5781380326932608,0.03341087704833519,-0.05372941996936847,-0.38288740186810044,-1.2026193894745474,0.26529550536241814,0.7853589866486586
2010-11-11,-1.0480863944351413,-0.18892097427822963,0.2789541153277305,1.079453919789412,-0.7690608450872297,-0.785092694236188,0.09125253699099778
2010-11-12,0.4509818485669946,-0.7019468804123109,1.0893808904668207,0.6447801565063248,1.025527261388335,1.7055191229669526,-0.3121825960711711
2010-11-15,-0.45380176963333635,0.4882215920579533,0.5367909417253657,0.3300061587091535,0.5191852335065474,-0.12843663373485698,0.0800126737205582
2010-11-16,-0.3372940969434302,-1.571038723113884,0.8239389971758205,-1.483773929244488,-0.48777794021676435,-0.03555616380658246,-0.2680946267053631
2010-11-17,0.7621292342034554,0.4723287243831989,0.556100165353921,0.9004891771902476,-0.17275942684450332,0.14624899372414557,-0.24500999741422444
2010-11-18,-0.8629014952645696,-0.057152798998627505,0.651037558346569,0.9082781569106829,-1.5429137329193208,-0.73058746969244,-0.2922697340923372
2010-11-19,0.053046435245362414,0.70008813763657,0.772146221704894,0.9603651052789856,-1.896929496840736,0.33584535785263503,0.30369483080383736
2010-11-22,0.5687551854246709,-0.17807028635421146,-0.3094019460663141,-0.3429178089615979,-1.5291764991257528,-0.3019424285921336,-0.3457311302987991
2010-11-23,0.7964695357057221,0.24630748846143358,0.19299645185003272,0.04527495782403877,-2.502675310891054,0.5195221639018659,-0.2882859172894943
2010-11-24,0.011006982279101955,0.5503338073459909,0.3832365213641385,0.9909768520852242,0.6596400788820369,-0.019009553296448687,-0.06584453335916572
2010-11-26,0.056880404586522514,0.2507164715872594,0.36932885281650013,-0.43706774910023494,0.23413255383154147,-0.5571493647033694,0.27582221928831335
2010-11-29,-0.23479089777275802,0.4977155348528646,0.48635085612805745,-1.2737338488637109,-0.2577098273175441,-0.39622134827636935,-0.014538342582620671
2010-11-30,0.41154228438252927,-0.38534166645743756,-0.07100256894846188,-2.2604123263548415,0.37925995582861244,-1.46558177272693,0.5098400869834543
2010-12-01,1.9716989632920014,0.26408939300019235,0.41230996159122635,-0.23643050316133374,1.450048028101972,-0.4676931177337581,0.4064066495748288
2010-12-02,1.1128859618296565,0.7456185340845618,-0.09961572527955524,1.0821565144499294,1.353581012198751,0.6031080552156655,-0.4915677234903742
2010-12-03,-0.43463610407987546,0.7826400628791451,-0.6929903613061775,-1.030620101331417,-2.5759550728383043,-0.37341780152672943,-0.3903524288282957
2010-12-06,0.19304642520977497,0.8666715960397944,0.37046431530442714,-0.4945973997485833,3.831001435628248,-0.005162893231545557,-0.3147280770139037
2010-12-07,-0.17412877690164305,0.33432790561843306,-0.04233576523158496,0.1398529025497601,-0.21663386404647192,-0.4260246102716789,0.4276845562060376
2010-12-08,0.61872351961085,0.1618898072628179,0.06817452319870443,0.3810449310239526,0.8686056172527951,-2.069784451867361,-0.3657076501953077
2010-12-09,-0.5078861965324208,0.5811195537261302,-0.017602299411534267,0.4810950973509812,1.3045827683917883,-0.6762427064946112,0.0966152526593734
2010-12-10,-0.48411897542075305,1.2602451780132866,-0.011245238882618903,-1.107764257107964,-0.11819494251707262,-0.20553061597781663,0.9833366238278577
2010-12-13,-0.8375713606128548,0.698715421945253,0.508991640026675,-1.2813472326624311,-0.2835750806767648,0.7620225864401958,0.2291136287062894
2010-12-14,-0.042349662421831163,-2.6830361296970597,0.4584724007910305,-2.416375241343266,1.0496696018498481,-0.7056115839802966,0.4648805437153846
2010-12-15,0.2112538785752049,-1.2982995683542378,0.04816491080391531,2.0210988842381923,-0.06497968342957831,-0.03364157909660469,0.8351159716071898
2010-12-16,0.15814316569623485,0.04555993060528399,-0.10368546051730623,0.028003682155841588,0.3867892001794337,1.0305802925505259,1.2716931677793437
2010-12-17,-0.7321807625406955,0.7768744870212422,-1.1105923430063405,0.024320234162849896,-0.12236060676409764,0.28208848860938,0.33980600365491365
2010-12-20,-0.2895466804605501,-0.6615942856026666,-0.5953498699576116,-1.634726365131377,-0.25768363479461004,1.1542291704882557,0.1263315268131752
2010-12-21,-0.38598866973779955,1.3480599719167314,4.351600082084298,1.7629367325029635,-0.5935899757747125,0.1228360155829745,0.8379244083138684
2010-12-22,-1.1788792483310147,-0.2593523503748494,1.5644650225519627,-0.4981199922512234,0.18170864351744456,0.15831955550116825,0.04929645385143755
2010-12-23,0.45637030141322543,-0.9146747847097367,-0.24897281866397303,-0.31940373276617323,0.4006596019431824,0.8396124068397922,0.5041583269662981
2010-12-27,0.9990976603609162,0.28522296816985915,0.8639748029631803,-0.7294591033077633,0.16969873286474518,0.5501161253389442,0.5184557944435948
2010-12-28,-0.14134212373482705,-0.7188056891356769,0.8933607496684707,0.5439459301028478,0.43300514759804337,0.7571690232906467,0.18357944807991383
2010-12-29,-0.294292573765327,-0.4172081006137553,-0.1698672254316577,-0.15280500497638028,-0.31103230401256543,-0.019620280160453148,0.10422926261815084
2010-12-30,-0.4406664622048289,-0.2986766573860237,-0.2753542059477127,0.2344984362286174,0.3642220615177011,0.1357813061462003,0.5379515580879926
2010-12-31,-0.3635171845305596,-0.2761241307890602,0.8126180837847388,-0.14877683280573029,-0.6515136526393581,-0.4771598955637829,0.5272771762235434
2011-01-03,0.029488347249000443,1.2294663563159662,-0.22471718075450398,-2.114330364124244,0.03926613989194237,-1.1840679097253914,-0.0977792808047837
2011-01-04,-0.7587132504056713,-0.03581716166277936,2.0225658748132833,-2.183888029804137,0.03178834746715132,-0.47578520495097937,-1.0936135401112892
2011-01-05,0.7511358522781874,2.1533826556202404,-1.1463740246052616,-2.8143326144276837,-0.29946575855161145,-0.433414224776005,-0.7701972507819972
2011-01-06,0.12810301794749115,0.016057082240863045,1.7726940945741552,-1.3999843780876846,0.17481301800600804,1.337566611348908,-0.3004766710712416
2011-01-07,1.0884272627634188,-0.6749942908354724,1.0122662695215434,0.37380570029952026,-0.12303497226745481,-1.082500704851711,-0.14556188457880312
2011-01-10,0.43517643560154534,0.3079656677347722,-1.3115920044020202,0.7030056684384619,-0.531900176458472,-0.4048193399467496,-0.5136791522626283
2011-01-11,-0.13390681079937686,-0.9685482860658603,0.311936449587535,-1.1256419776390367,1.0692682258992607,0.38274085446514056,0.8777135173447262
2011-01-12,-1.3181925372799543,-0.582564807334502,0.714668422343841,-0.18817941284812906,0.5955147955979143,0.6294556900228022,-0.9657695594006904
2011-01-13,1.3628034873674635,-0.7372405085140854,0.6095752525581422,0.26633722192184667,1.5635589002523338,0.6421568485155673,0.11500130512218172
2011-01-14,-0.3878769300888356,1.7295633042987655,0.184708870571572,-0.2646371729754315,-0.6764513416685497,0.26912979278653565,0.02092242906747411
2011-01-18,0.9113850838100175,2.2636981490619514,0.1844179473261776,0.9616186720265573,-1.0856803444337644,0.04853445984888534,0.7395740322500663
2011-01-19,-0.8588955363410138,-0.9328645251296402,-0.8062646727939101,1.084347249048167,0.6553099780691013,-0.31741609666392184,-0.07431616753808597
2011-01-20,-0.4505799353437338,-1.004675602691735,-0.44357318166779597,-0.8870033217422325,-0.07280903062148679,0.10379153626389559,1.5011555000304593
2011-01-21,-1.2523590815562289,-0.20188476164301047,-1.9591389406789115,-0.30969657828008496,0.35427433202192765,0.31611785586978297,0.14404887173491573
2011-01-24,1.080099008344363,-1.0329530321856997,1.1149181885381698,0.31699754493144944,0.6372250399689217,-0.11435091125496155,-0.24881623636106706
2011-01-25,-0.711165190751546,-1.1310454398188212,0.5750011193270337,0.1760028301019412,0.44988050661395107,-0.3148588979651932,0.7483449667895469
2011-01-26,-0.26854520648351515,-1.800378760474862,-1.4480040300473913,-0.19225295193026198,-0.03695910768069039,0.6720288272794143,-1.0294767026807998
2011-01-27,0.4846089893868296,2.0915095660387935,-0.6166680916091525,0.007668218461271896,0.456649297416389,-0.7230182017819367,-0.5467225191356757
2011-01-28,0.4903182618562334,-1.433144797824201,-1.0740090921801078,1.1598632118355376,-0.48803408727925,-0.16837532522133591,-0.533471776804775
2011-01-31,0.39007229399053195,1.6787915480567048,0.25247361128109264,1.425349409559997,1.0022196676100417,1.1496570405754574,0.09273698343314413
2011-02-01,-0.050675096576767394,-1.9712878719073876,-0.32984438740748573,-0.9495451332522776,-1.6708644130978902,-1.2451036273422644,-0.22702042185433235
2011-02-02,0.2919448583681842,-0.9665711221133999,2.0381089716466203,0.30688496208188615,1.0070629139178644,0.1918909470796847,-0.42256665710632646
2011-02-03,-1.9021507922455918,-0.8532290822170687,-1.327999926167387,0.30993806925814726,2.98733348939062,-0.5923308711741936,0.42095097801704545
2011-02-04,2.4019351615777613,-1.3014585837154151,-1.230656217087254,0.6067399757443547,0.26947913008565183,-1.7547164914904172,-0.9201537932601384
2011-02-07,-0.008786266751125102,0.5117386734933482,-0.27968066987500423,0.21511673060425268,-0.9802439503040332,0.8095403292304563,0.42607931737773447
2011-02-08,1.2368000359473579,-0.4576385492869701,1.6340368494107138,-0.2738782355386172,-0.07779451639296081,0.26923337644367196,2.2632673349866748
2011-02-09,0.41978975485032066,-0.5448226595534981,0.23319934870476267,0.03728210263364006,0.0806573809964434,-1.0603122155071327,-0.42603097968989356
2011-02-10,1.5262870494524712,0.17672241226749805,-0.8140141070878057,2.6745632482610704,0.3240425363858379,2.1870934151689547,-1.0045352139983996
2011-02-11,-0.4390542868283866,-1.2151154357236122,-0.33403882912214017,-0.8091366652750195,1.203179115317423,-1.0963169256399872,-0.43613747683588056
2011-02-14,-0.2895761266070041,0.9041427941231196,1.4419825145934153,0.1013642500046023,0.5629788193907247,-0.4788621585748344,-0.7406258429454269
2011-02-15,3.52636988178027,0.5731749446851843,-0.24377679069452304,-1.7426912286284866,-0.6147759587843092,0.39659470713335676,-1.832378143691729
2011-02-16,-0.3389221758483155,1.179838485230797,-0.977376408322534,1.0079118186749432,-4.397365996386609,0.7307140005681201,0.06799053710381976
2011-02-17,0.19992044961161656,2.137930201762019,-0.02148786748511468,0.7965542780619062,-0.5581792645964425,0.41588065273464114,1.0922736949846148
2011-02-18,-1.3453544292906416,-0.3972791937731898,-0.7400449519954737,2.303837350909141,0.5847109646468748,0.8591770029835155,0.6328626691997269
2011-02-22,-0.9025138165184813,0.737454599270642,0.08518806173269435,-0.8299874529883964,0.19723368083362802,0.7069456334249239,0.8173782360460384
2011-02-23,0.7330625449089028,1.282767513441989,1.2122560236366713,0.6010705725103802,0.03501754557723339,-0.5067282568962994,0.4344940560011995
2011-02-24,0.7569073082133135,-1.6976633886007901,0.8298715775375533,-0.23717591209106542,-0.7598128855548582,-0.5582789748742853,-0.9927708192462263
2011-02-25,-0.7692601262942204,0.1944202815121013,-0.9154337576548585,-0.336545823756038,0.763383881481915,-0.8339066126447353,-0.2856629520915345
2011-02-28,0.7645981372918942,0.8886622427396389,0.5054027768735886,-0.44442412881947113,0.31048027840439446,0.8505188676693325,-0.36412673986671806
2011-03-01,-0.8063766004922385,-0.8264766427381512,0.7509587521161406,2.0577670344720453,-0.977173246428759,1.9314393290548342,-0.060064290756454634
2011-03-02,-0.3817912107061907,-0.6361683703856111,-1.134054790204623,-1.1629215515296558,-1.588658716836806,-0.3989673158915396,0.6563208218336617
2011-03-03,-0.6401057780151823,0.9101009776495091,-0.570428957179281,0.4052521071943703,0.7922579096345205,-0.5672966140369291,0.35870690600448574
2011-03-04,0.755715012822022,-0.26450172073252376,-0.47985020050785354,-0.035055026590023054,-0.7530279844232632,-0.9013184172225751,-1.0956332255696104
2011-03-07,0.18410603032313308,-1.0210832679495856,-0.1657132682087903,-0.15688249010670774,0.4333806118419184,0.09286580702628036,0.33758961290656914
2011-03-08,0.35642614751618495,2.409857866264095,-0.4046064402596643,0.10827777534164178,0.7892979508833778,-0.3454887841044404,0.12658218122922443
2011-03-09,0.321671091179538,-0.5864726453125518,-0.7041380513141651,-1.5146908248834219,0.4506737303604839,1.0698824618164033,1.7287619256546545
2011-03-10,2.032885533230402,-0.14237398775838989,1.3259157602680134,-0.2939241647589461,-0.9013467511993691,0.8146595685312309,0.10529635468818405
2011-03-11,0.7539254247151538,0.370111990007769,-1.1590769920975255,-0.469070156777889,-2.116427278788188,-0.9386532697444947,-0.14320035039145002
2011-03-14,-0.4516816503417494,-1.0433559985848677,-1.5640791034318935,-0.6802203264950126,-0.5418869203985821,-1.8905945734614955,0.3602543227270874
2011-03-15,-3.127134948866896,-1.287131098983969,-0.6968046321188239,0.34591947938499323,-0.7357947702895731,-2.0006701412116454,-0.41345909638327805
2011-03-16,-2.236590668185145,-0.8332085106194747,-0.29165339364814724,-1.3245140805495708,-2.659638740801555,-0.4757581303320851,-0.29019462424805514
2011-03-17,-0.5200631335313524,-0.7359560447117472,0.7119877562900276,-0.23256509230705139,0.15689258475130866,1.6647812243948348,-0.19066765008490164
2011-03-18,-0.17269791564804232,0.3142697627451571,-0.7723182431414035,0.49410893089500807,-0.03450052504930889,0.6873406080388441,-1.274501207650713
2011-03-21,-0.24567633484593507,5.599831135597594,0.208086238455217,0.06929210964670306,-0.5605916785506564,-1.1939772215098226,-1.3010248079620659
2011-03-22,0.30771336710338637,-2.170406235199438,1.443718621818116,0.1919567836694899,-0.409007480258952,1.2004011046939094,1.8334925557752395
2011-03-23,0.733099638254222,-1.201500399949411,0.08620129010063067,0.9055227828447329,-0.10570150449251757,-0.22815167333569802,-0.1670690961944211
2011-03-24,0.2007319909519726,0.9967870823226229,-0.9936311063699143,0.7955545264495013,-0.14918174967273154,-0.5349587843364547,0.9656765379917399
2011-03-25,-0.49608072480191306,-0.24548340779462977,-1.2494421098382351,1.3566475407998895,-0.8043135838403653,-0.578097244264793,-1.420919431068581
2011-03-28,-0.3939695631575001,-0.5951350640847076,0.2564010153556178,-0.9232545338548248,-0.09931503397624877,-0.5115478097492646,0.5849466122909331
2011-03-29,-0.6005768002509179,-0.37715196936940415,-1.888187085603415,1.4366390460000837,1.686085975211277,0.255895074522823,0.4562757352872727
2011-03-30,0.8677707038869298,-0.12432190531196832,-0.2629941131705971,-0.9908539588927077,-0.6514205916105146,-0.19710697959497211,0.6513518074212484
2011-03-31,-1.7194264146096543,0.23462984051781216,3.255350126377475,1.5330828153702123,0.4687448664843708,2.0407992673527926,-0.9316309474751243
2011-04-01,0.6421864472568576,-0.3872770399787864,-0.25319418608500105,0.012650947677254352,0.3009417973385984,0.34264087369295987,-2.1531064107558517
2011-04-04,-0.4164496591094792,0.3909954187071821,0.14883718732932597,0.8914676555680101,-0.08422050322456898,0.5744145161996578,0.33289185510980035
2011-04-05,0.6519934761968141,0.8735709926817417,-1.9913085198372906,-1.4138914977330483,-0.3989397955100083,1.010604674007589,0.2766582389751888
2011-04-06,0.5326679941706495,-0.023877944756587666,-0.11174446210639924,-0.25612483501732614,-0.16337414491699953,0.90197450660535,-0.23716712388775013
2011-04-07,-1.3384364212973343,-0.8564414254704805,0.2551242471443833,-0.8534274408851781,1.287633733677892,0.2697842278561916,0.64303805702738
2011-04-08,-0.2787306677659379,-0.18975459749852316,0.47317871694869407,-0.1647631694499127,0.26566000286734576,-0.6432679516958407,0.2783635404910834
2011-04-11,0.11839224909680193,0.2763103181312236,-0.02641046451514281,-0.5076566625906994,0.18499953272126618,0.6385809326007321,0.6417509374424157
2011-04-12,0.0029391041375025477,0.32317677279132595,0.4580321762473963,-1.9764575923576615,-0.07606339754299438,-1.106274850355791,-0.018082820997582637
2011-04-13,0.5363541027448501,-0.9854036328209543,-0.0605685619539833,0.6619804349992254,0.07210989165774778,0.672495634011475,1.3717288958540539
2011-04-14,-0.23638601246898555,1.140515313952443,0.051717741149852704,1.2626633301646983,0.3576114826125533,0.317936061990542,-0.28063684230047703
2011-04-15,1.7571172827096737,0.42927327186014874,-1.4298476018210855,-1.2896788058757978,0.3397529505104924,0.4529437602374141,-0.5250716134093184
2011-04-18,-0.92232704969511,0.14321738344516413,0.24768786326427758,-1.4124357129087202,-0.003482846751880795,0.34544237720060594,1.6237749766841414
2011-04-19,1.4498408294808103,0.355943439358268,0.11872909630713031,0.03568373577363722,0.08273830129456589,-2.070785958123612,-1.2703865655511937
2011-04-20,2.646878461395667,-1.929638874481307,-0.8753810289950825,0.2979539032241527,1.592552902233218,0.4133992320453122,-0.5154746810603719
2011-04-21,1.1522108296169167,-0.1235375264208524,0.26545313264218656,-0.1733533409706166,0.09604120406503036,-0.5613419344878975,0.7740962120571648
2011-04-25,-0.7155879098302051,0.5967571993470281,1.5334907608062545,0.29206495988544645,-1.179965191233914,-0.7470102192461104,2.0322818448750604
2011-04-26,-0.7400980948023914,-0.4117031532609093,-0.028967592078168403,-2.408755715752328,0.171077580299509,-0.4362654214804277,-1.2426917018632861
2011-04-27,-1.071396318625727,-1.2673596616155625,-0.5314382316988533,-0.3784913529428612,-0.14733871619494673,-0.6919272949045147,1.5936184800743092
2011-04-28,0.30987307015131094,1.0653425555581457,0.3000718908990808,-2.0228639812779696,-0.04076649941002275,-1.072431272290542,4.531434280059892
2011-04-29,-2.0553076812213686,-0.5932851580606735,-1.4074079486197593,1.163650766847539,0.32230165207448425,0.9895096560783982,0.2461436400652576
2011-05-02,-0.5333435257211908,0.478395697741593,0.8596586932161487,-0.1784866905951057,-0.46902181836690215,-0.20834773767618558,0.9809292074949174
2011-05-03,-1.151446546749418,-1.2029155328146968,-0.5074695726949625,-0.17377861617397078,-0.42909797570315467,0.9134621132008282,0.6769256270526707
2011-05-04,-0.19623900389547785,0.009875090664804059,0.06809802424608824,-0.9375343778687677,0.4580848703597042,0.872907855428014,-0.3163422562684006
2011-05-05,0.17242724379906882,-0.738492215768503,0.8914995459168822,0.2759113906701984,0.10647183522731249,2.428137957179899,-0.2866832295287363
2011-05-06,0.8514235680568573,-0.15094344031591234,2.948241208274912,-0.30140902644436807,-0.05044914907206145,1.0992047390285151,-0.6927147128135386
2011-05-09,-0.439179939987613,-0.6730164948923181,0.4513277356653495,-0.6759847110259103,0.5317403678433326,0.06791117105348374,-1.0342159246805434
2011-05-10,0.8383123458956061,0.6886935727607609,0.8879883718968521,0.31417737586367245,0.512828966304742,-0.039429822664808295,-0.24156795238536985
2011-05-11,0.6580848860321007,-0.9745266122692778,0.8753924238725015,-0.19967871199381215,-0.47280263886661594,-0.601248068406688,-1.0430190188131934
2011-05-12,-1.0881560447238026,0.09010582445402922,1.8986445253620579,0.41947335777887773,0.5664666624731375,-0.8381305549774283,-0.6849300122110391
2011-05-13,-0.5513908888189681,-0.36111927279262845,0.7058957100078159,0.4582559456893597,0.22909383496694607,0.5922139980152367,-0.8440161514150976
2011-05-16,-1.093804216135756,0.2073898968451565,-0.2423627944344744,-0.6926966546187076,-0.4195385233686551,0.5569121838071174,-0.6314695606584557
2011-05-17,-1.3744593057165992,0.31918030293960586,0.12835282249825608,-0.260152367966075,0.06536290269524779,0.8880379957289077,-0.6377197938809317
2011-05-18,0.28086457090582223,0.5526364050286994,-0.042243163619424186,0.34516084412241477,-0.3211025048167308,1.029376304201701,-0.3785982386049414
2011-05-19,-0.10958997235843769,0.6200829074862516,-0.08207791802095821,-0.39258371481729626,1.2474597687091755,0.16358106202815664,-0.4277630043663865
2011-05-20,0.05984888448843364,-1.666249441700237,0.545879338384587,0.5787758298907494,-0.20460619761023408,0.23028736219554152,-0.3528785879965057
2011-05-23,0.4911058016984059,-0.18494369797113247,0.8564818541275077,-0.7713206690381995,0.8214873656362625,0.019655661021023316,-0.4656813602347069
2011-05-24,1.6388704590992622,-0.5540562819525927,0.26788458518325226,0.13745557485697932,-0.5389040695918756,-0.807155796507875,-0.09842514132196632
2011-05-25,1.321114021707311,0.24135955601819764,1.347520615847441,0.07094003828209854,-1.4814745637587479,0.4710251578940343,0.16892650495359493
2011-05-26,-0.39164066763293875,0.15796812242334424,-0.3512712311875846,-0.17455572288973334,-1.006276321132652,1.5036024058197601,0.23290711112712728
2011-05-27,-0.2805565985897053,0.5841380715261585,-0.6463362562987935,-0.1522561135607226,-0.7777546466401244,-0.7818640910783137,-0.33707072558921913
2011-05-31,0.8912873610008024,0.1534521919312762,0.19131487067679986,-0.5007097371340588,0.00532647721916387,-0.9003211080804775,-0.10375923332884555
2011-06-01,-1.117057488841693,-0.5045238425593207,0.5095323324554527,0.5789333726917546,3.880624244298965,-1.1238061560299446,-0.5902514918820665
2011-06-02,-0.9925325570676967,-1.8841422692248053,1.022003856968739,0.23031592872282144,-0.6629111104251425,1.7842885274712883,0.49935626053791476
2011-06-03,-0.31872327341528944,2.1538050253754055,-0.07403199780790029,0.15482519768376138,-0.6097376510416329,1.5984741273133178,0.8390494615460595
2011-06-06,-0.9955491585566428,-1.480876031219271,0.6629691809974252,0.07848602068674662,-0.7662995851464075,-0.37191535636682516,-0.9571869058180502
2011-06-07,-1.0412469415285361,1.6049088441174868,1.3931351610277993,-0.3457720343732866,0.12237003515885747,0.15214299249611773,0.4725479937732963
2011-06-08,-0.4574199977460176,0.5045371451019129,2.044137898811868,0.63348335839438,0.6537679356986363,0.8850408720213853,-0.6715590982282983
